章节,单词,解释
Chapter-15 国家政府,federal,adj. 联邦政府的; 联邦的
Chapter-15 国家政府,foreign,adj. 外国的; 外来的; 外交的
Chapter-15 国家政府,overseas,adj. 外国的; 海外的
Chapter-15 国家政府,abroad,"adv. 到国外, 在国外; ⼴为流传"
Chapter-15 国家政府,civil,"adj. 公⺠的, 国内的; ⺠⽤的; 斯⽂的"
Chapter-15 国家政府,emigrate,v. 移居国外; 移⺠
Chapter-15 国家政府,immigrate,"v. (多外地)移居, 移⼊"
Chapter-15 国家政府,reign,v. 统治 n. 君主统治时期
Chapter-15 国家政府,puppet,n. 玩偶; 傀儡; ⽊偶
Chapter-15 国家政府,throne,n. 王位; (君主的)宝座
Chapter-15 国家政府,crown,n. 王冠 v. 为…加冕
Chapter-15 国家政府,wreath,"n. 花环, 花冠; 花圈"
Chapter-15 国家政府,colony,n. 殖⺠地
Chapter-15 国家政府,liberty,n. ⾃由
Chapter-15 国家政府,independence,n. 独⽴; ⾃主
Chapter-15 国家政府,slum,"n. 贫⺠窟, 贫⺠区"
Chapter-15 国家政府,refuge,"n. 避难, 庇护; 避难所"
Chapter-15 国家政府,asylum,n. 庇护; 精神病院
Chapter-15 国家政府,population,"n. ⼈⼝, ⼈⼝数量"
Chapter-15 国家政府,demographic,"adj. ⼈⼝(学)的, ⼈⼝统计(学)的"
Chapter-15 国家政府,citizen,n. 公⺠; 市⺠
Chapter-15 国家政府,resident,n. 居⺠ adj. 居住的
Chapter-15 国家政府,ethnic,adj. ⺠族的; 种族的
Chapter-15 国家政府,racial,adj. 种族的; ⼈种的
Chapter-15 国家政府,clan,"n. 家族, 宗族; 帮派"
Chapter-15 国家政府,franchise,n. 选举权; 参政权; v. 出售…的经营权
Chapter-15 国家政府,entitle,v. 给…题名; 给…权利(或资格)
Chapter-15 国家政府,preference,n. 偏爱; 优先权
Chapter-15 国家政府,elect,v. 选举; 选择
Chapter-15 国家政府,respondent,n. (⺠意测验等的)调查对象; 回答者
Chapter-15 国家政府,poll,n. ⺠意调查; 选举投票; 投票数
Chapter-15 国家政府,ambition,"n. 雄⼼, 抱负; 理想; 追求"
Chapter-15 国家政府,nominate,v. 提名; 任命
Chapter-15 国家政府,checklist,n. 清单; 先⺠花名册
Chapter-15 国家政府,succession,"n. 继承⼈, 继承权"
Chapter-15 国家政府,safety,n. 安全; 安全场所
Chapter-15 国家政府,welfare,"n. 幸福, 健康"
Chapter-15 国家政府,well-being,n. 健康; 安乐
Chapter-15 国家政府,harmony,"n. 协调, 和谐; 融洽; 和声"
Chapter-15 国家政府,steady,"adj. 平稳的, 不摇晃的; 稳步的; 稳定的"
Chapter-15 国家政府,flourish,"v. 繁荣, 兴旺; 茁壮成⻓"
Chapter-15 国家政府,succeed,v. 成功
Chapter-15 国家政府,prospect,"n. 希望, 可能性; ⻛景"
Chapter-15 国家政府,perspective,n. 景观; 观点 adj. 透视的
Chapter-15 国家政府,viewpoint,"n. 观点, 看法; 视⻆"
Chapter-15 国家政府,standpoint,"n. ⽴场, 观点"
Chapter-15 国家政府,outlook,"n. 观点; 展望, 前景"
Chapter-15 国家政府,guideline,n. 指导⽅针; 指导原则
Chapter-15 国家政府,ethic,n. 道德规范; 伦理标准; ⾏为准则
Chapter-15 国家政府,suggest,v. 建议; 推荐; 暗示
Chapter-15 国家政府,advise,v. 劝告; 建议; 通知
Chapter-15 国家政府,proposal,"n. 提议, 建议"
Chapter-15 国家政府,hint,"v. n. 暗示, 提示"
Chapter-15 国家政府,declare,"v. 宣布, 宣告; 宣称, 声称"
Chapter-15 国家政府,affirm,"v. 断⾔, 坚持声称; 证实"
Chapter-15 国家政府,claim,n. 声称; 主张; 索赔 v. 声称; 要求(拥有)
Chapter-15 国家政府,proclaim,v. 声明; 清楚地表明
Chapter-15 国家政府,state,"v. 陈述, 说明 n. 国家; 州; 状况"
Chapter-15 国家政府,announce,v. 宣布; 通知
Chapter-15 国家政府,clarify,"v. 澄清, 阐明"
Chapter-15 国家政府,assist,"v. 帮助, 协助"
Chapter-15 国家政府,aid,n. 救援物质; 辅助物; 救助
Chapter-15 国家政府,encourage,"v. ⿎励, 激励; 怂恿"
Chapter-15 国家政府,implement,"v. 实施, 执⾏ n. ⼯具, 器具"
Chapter-15 国家政府,monitor,v. 监视; 监听 n. 监控器; 监视器; 班⻓
Chapter-16 社会经济,admit,"v. 供认, 承认"
Chapter-16 社会经济,African,n. ⾮洲⼈ adj. ⾮洲的
Chapter-16 社会经济,European,"n. 欧洲⼈ adj. 欧洲的, 欧洲⼈的; 欧盟的"
Chapter-16 社会经济,Latin,n. 拉丁语; 拉丁⼈ adj. 拉丁语的; 拉丁⼈的
Chapter-16 社会经济,Jewish,adj. 犹太教的; 犹太⼈的
Chapter-16 社会经济,Arabian,"n. 阿拉伯⼈, 阿拉伯半岛居⺠ adj. 阿拉伯的, 阿拉伯⼈的"
Chapter-16 社会经济,Portuguese,n. 葡萄⽛⼈; 葡萄⽛语 adj. 葡萄⽛的; 葡萄⽛⼈的; 葡萄⽛语的
Chapter-16 社会经济,Roman,n. 古罗⻢⼈; (现代)罗⻢市⺠ adj. 罗⻢的; 古罗⻢帝国的
Chapter-16 社会经济,Russian,"n. 俄国⼈, 俄罗斯⼈; 俄语 adj. 俄国的, 俄罗斯的; 俄语的"
Chapter-16 社会经济,Spanish,n. ⻄班⽛⼈; ⻄班⽛语 adj. ⻄班⽛的
Chapter-16 社会经济,Swiss,n. 瑞⼠⼈ n. 瑞⼠⼈的
Chapter-16 社会经济,Greek,n. 希腊⼈; 古希腊⼈; 希腊语; 古希腊语 adj. 希腊的
Chapter-16 社会经济,Italian,n. 意⼤利⼈; 意⼤利语 adj. 意⼤利的
Chapter-16 社会经济,soviet,n. 苏维埃; 苏联 adj. 苏联的
Chapter-16 社会经济,Indian,n. 印度⼈ adj. 印度的
Chapter-16 社会经济,Australia,n. 澳⼤利亚
Chapter-16 社会经济,New Zealand,n. 新⻄兰
Chapter-16 社会经济,Canada,n. 加拿⼤
Chapter-16 社会经济,Britain,"n. 英国, 不列颠"
Chapter-16 社会经济,France,n. 法国
Chapter-16 社会经济,Germany,n. 德国
Chapter-16 社会经济,economy,n. 经济; 节约
Chapter-16 社会经济,trade,n. 贸易 v. 交换
Chapter-16 社会经济,market,n. 市场; 市场需求
Chapter-16 社会经济,industry,n. ⼯业; 产业; 勤劳
Chapter-16 社会经济,merchant,n. 商⼈ adj. 商业的
Chapter-16 社会经济,financial,"adj. 财政的, ⾦融的"
Chapter-16 社会经济,fund,v. 资助 n. 基⾦; 资⾦; 基⾦会
Chapter-16 社会经济,donate,"v. 捐赠, 捐献"
Chapter-16 社会经济,endow,v. 捐赠; 赋予
Chapter-16 社会经济,commercial,n. 商业⼴告 adj. 商业的
Chapter-16 社会经济,advertise,v. 做⼴告; 宣传
Chapter-16 社会经济,slogan,"n. 标语, ⼝号"
Chapter-16 社会经济,purchase,n. v. 购买
Chapter-16 社会经济,lease,n. 租约 v. 出租; 租⽤
Chapter-16 社会经济,afford,"v. 负担得起; 提供, 给予"
Chapter-16 社会经济,retail,n. 零售 v. 零售; 以…价格零售
Chapter-16 社会经济,chain,n. 连锁店; ⼀连串; 链条
Chapter-16 社会经济,grocery,n. ⻝品杂货店
Chapter-16 社会经济,discount,n. 折扣 v. 打折出售
Chapter-16 社会经济,promotion,n. 促销活动; 晋升
Chapter-16 社会经济,voucher,n. 代⾦券
Chapter-16 社会经济,coupon,n. 优惠券
Chapter-16 社会经济,currency,"n. 货币; 通⽤, 流⾏"
Chapter-16 社会经济,exchange,v. 交换; 兑换
Chapter-16 社会经济,swap,v. n. 交换
Chapter-16 社会经济,receipt,n. 收据; 收到
Chapter-16 社会经济,invoice,n. 发票 v. 开发票给
Chapter-16 社会经济,tax,n. 税 v. 对…征税
Chapter-16 社会经济,levy,v. 征税; 征收 n. 税款
Chapter-16 社会经济,tariff,n. 关税; 关税表
Chapter-16 社会经济,duty,n. 责任; 义务; 关税
Chapter-16 社会经济,impose,v. 强加; 征收(款项)
Chapter-16 社会经济,consume,v. 消耗; 吃; 喝
Chapter-16 社会经济,spend,n. 开⽀ v. 花费
Chapter-16 社会经济,cost,v. 需付费 n. 费⽤; 成本; 代价
Chapter-16 社会经济,expense,"n. 费⽤, 花费"
Chapter-16 社会经济,revenue,n. 税收; 收⼊; 财政收⼊
Chapter-16 社会经济,gross,adj. 总的; ⽑的
Chapter-16 社会经济,recession,n. 经济衰退
Chapter-16 社会经济,depression,"n. 沮丧, 消沉; 萧条期, 不景⽓"
Chapter-16 社会经济,crisis,n. 危机
Chapter-16 社会经济,security,n. 安全⼯作; 安全; 证券
Chapter-16 社会经济,bond,n. 债券
Chapter-16 社会经济,debt,n. 债务
Chapter-16 社会经济,deficit,"n. ⾚字, 逆差"
Chapter-16 社会经济,inflation,n. 通货膨胀
Chapter-16 社会经济,deflation,n. 通货紧缩
Chapter-16 社会经济,dwindle,"v. 缩⼩, 减少"
Chapter-16 社会经济,decrease,"v. 减少, 减⼩"
Chapter-16 社会经济,downsize,v. 裁员; 使精简
Chapter-16 社会经济,decline,v. n. 下降
Chapter-16 社会经济,diminish,v. 减少; 贬低
Chapter-16 社会经济,reduce,"v. 减少, 减⼩"
Chapter-16 社会经济,increase,v. n. 增⻓; 增加
Chapter-16 社会经济,increment,n. 增加量; 定期的加薪
Chapter-16 社会经济,growth,n. 增⻓; ⽣⻓
Chapter-16 社会经济,escalate,v. 逐步升级; 不断恶化
Chapter-16 社会经济,expand,"v. 扩充, 扩⼤; 扩展"
Chapter-16 社会经济,influx,"n. 流⼊, 涌进"
Chapter-16 社会经济,affluent,adj. 富裕的; 富⾜的
Chapter-16 社会经济,enrich,v. 使富有; 充实
Chapter-16 社会经济,sufficient,adj. ⾜够的
Chapter-16 社会经济,adequate,adj. ⾜够的; 合格的
Chapter-16 社会经济,spare,"adj. 多余的, 空闲的 v. 剩余"
Chapter-16 社会经济,saving,n. 节省; 存款
Chapter-16 社会经济,redundant,adj. 多余的; 被裁剪的
Chapter-16 社会经济,lack,"n. 缺乏, 不⾜ v. 缺少, 没有"
Chapter-16 社会经济,company,n. 公司
Chapter-16 社会经济,firm,n. 公司 v. 坚定的; 坚固的
Chapter-16 社会经济,enterprise,"n. 企业, 公司; 创业; 创业精神"
Chapter-16 社会经济,agent,"n. 代理⼈, 代理商"
Chapter-16 社会经济,entity,n. 实体
Chapter-16 社会经济,invest,v. 投资; 投⼊
Chapter-16 社会经济,input,n. 输⼊; 投⼊
Chapter-16 社会经济,product,n. 产品; 产物
Chapter-16 社会经济,acquisition,n. 获得; 并购
Chapter-16 社会经济,goods,"n. 商品, 货物"
Chapter-16 社会经济,cargo,n. 货物
Chapter-16 社会经济,insure,v. 确保; 给…上保险
Chapter-16 社会经济,guarantee,"v. 担保; 确保 n. 保证; 保修单; 担保⾦, 担保物"
Chapter-16 社会经济,reliable,adj. 可信赖的; 可靠的
Chapter-16 社会经济,negotiation,"n. 谈判, 协商"
Chapter-16 社会经济,attend,"v. 出席, 参加"
Chapter-16 社会经济,absent,"adj. 缺席的, 不在场的, ⼼不在焉的"
Chapter-16 社会经济,sale,"n. 卖, 销售; 销售额"
Chapter-16 社会经济,wholesale,n. 批发
Chapter-16 社会经济,auction,v. n. 拍卖
Chapter-16 社会经济,bid,v. n. 出价; 投标
Chapter-16 社会经济,deal,v. 买卖; 处理; 应付 n. 协议; 交易; ⼤量
Chapter-16 社会经济,transaction,"n. 交易, 业务"
Chapter-16 社会经济,turnover,n. 营业额; 流动率
Chapter-16 社会经济,dump,"v. 丢弃, 倾倒; 倾销"
Chapter-16 社会经济,export,v. 出⼝ n. 出⼝; 出⼝商品
Chapter-16 社会经济,import,v. 进⼝ n. 进⼝; 进⼝商品
Chapter-16 社会经济,quota,"n. 限额, 配额, 定额"
Chapter-16 社会经济,share,"n. 股份, 股票; ⼀份 v. 分享; 共享; 分担"
Chapter-16 社会经济,benefit,n. 好处; 益处 v. 有利于; 获益
Chapter-16 社会经济,interest,n. 兴趣; 利益; 利息 v. 使感兴趣
Chapter-16 社会经济,dividend,"n. 股息, 红利"
Chapter-16 社会经济,stock,n. 股本; 股票; 库存
Chapter-16 社会经济,account,n. 账户; 解释
Chapter-16 社会经济,deposit,n. 存款; 押⾦
Chapter-16 社会经济,installment,n. (分期付款的)⼀期付款
Chapter-16 社会经济,cheque,n. ⽀票
Chapter-16 社会经济,cash,n. 现⾦ v. 兑现(⽀票)
Chapter-16 社会经济,coin,n. 硬币
Chapter-16 社会经济,shilling,n. 先令
Chapter-16 社会经济,copper,n. 铜; 铜牌
Chapter-16 社会经济,treasure,"n. ⾦银财宝; 宝物, 珍品"
Chapter-16 社会经济,wealth,n. 财富; 丰富
Chapter-16 社会经济,estate,n. 地产; 遗产
Chapter-16 社会经济,possess,"v. 拥有, 占有; 影响, 控制"
Chapter-16 社会经济,legacy,"n. 遗赠, 遗产"
Chapter-16 社会经济,descend,"v. 下降, 下来"
Chapter-16 社会经济,worthy,adj. 有价值的; 值得…的
Chapter-16 社会经济,valuable,"adj. 很值钱的, 贵重的; 很重要的"
Chapter-16 社会经济,cheap,"adj. 便宜的, 廉价的"
Chapter-16 社会经济,incentive,"n. 刺激, 激励"
Chapter-16 社会经济,accelerate,v. 加速
Chapter-16 社会经济,prompt,adj. 迅速的 v. 促使
Chapter-16 社会经济,salary,n. ⼯资; 薪⽔
Chapter-16 社会经济,income,n. 收⼊
Chapter-16 社会经济,wage,n. ⼯钱; ⼯资
Chapter-16 社会经济,payment,n. ⽀付; ⽀付的款项; 付款额
Chapter-16 社会经济,refund,n. v. 退款
Chapter-16 社会经济,reimburse,"v. 赔偿, 补偿"
Chapter-16 社会经济,payroll,n. ⼯资名单
Chapter-16 社会经济,remuneration,n. 报酬
Chapter-16 社会经济,subsidy,n. 补贴; 津贴
Chapter-16 社会经济,earn,v. 赚得; 赢得; 获得
Chapter-16 社会经济,undertaking,"n. 任务, 事业; 许诺, 保证"
Chapter-16 社会经济,career,"n. 职业, 事业; 职业⽣涯"
Chapter-16 社会经济,profession,n. 职业; 业内⼈⼠
Chapter-16 社会经济,occupation,"n. 占领, 占据; 职业"
Chapter-16 社会经济,job,"n. 职业, ⼯作"
Chapter-16 社会经济,vocation,n. 职业; 使命感
Chapter-16 社会经济,labour,"n. 劳动, 体⼒劳动"
Chapter-16 社会经济,workforce,n. 劳动⼒; 全体员⼯
Chapter-16 社会经济,workaholic,n. ⼯作狂
Chapter-16 社会经济,personnel,n. ⼈员; 职员; ⼈事部⻔
Chapter-16 社会经济,clerk,n. 店员; 办事员; 接待员
Chapter-16 社会经济,interview,n. ⾯试; 采访 v. 对…进⾏⾯试; 采访
Chapter-16 社会经济,resume,n. 简历; 履历; 摘要
Chapter-16 社会经济,recommend,"v. 推荐, 介绍; 劝告, 建议"
Chapter-16 社会经济,employ,v. 雇⽤; 采⽤; 利⽤
Chapter-16 社会经济,hire,v. 雇⽤; 租⽤ n. 租赁
Chapter-16 社会经济,fire,v. 解雇 n. ⽕
Chapter-16 社会经济,lay-off,"n. 解雇, 裁员; 歇⼯期"
Chapter-16 社会经济,dismiss,v. 解雇; 解散
Chapter-16 社会经济,discharge,v. 解雇 n. 卸货
Chapter-16 社会经济,resign,"v. 辞去, 辞职"
Chapter-16 社会经济,sack,"v. 开除 n. ⼤⼝袋, 麻布袋"
Chapter-16 社会经济,retire,v. 退休
Chapter-16 社会经济,failure,n. 失败
Chapter-16 社会经济,abortion,n. ⼈⼯流产; 中途失败
Chapter-16 社会经济,loss,n. 遗失; 损失; 亏损
Chapter-17 法律法规,opportunity,"n. 机会, 时机"
Chapter-17 法律法规,chance,n. 机会; 可能性
Chapter-17 法律法规,choose,v. 选择
Chapter-17 法律法规,change,n. 改变
Chapter-17 法律法规,solve,v. 解答; 解决
Chapter-17 法律法规,develop,v. 发展; 开发
Chapter-17 法律法规,sustainable,adj. 可持续的
Chapter-17 法律法规,improve,"v. 改善, 改进, 提⾼"
Chapter-17 法律法规,manage,v. 管理; 设法做到
Chapter-17 法律法规,regulate,v. 控制; 调节; 管理
Chapter-17 法律法规,sanction,n. 批准; 制裁 v. 批准; 对…实施制裁
Chapter-17 法律法规,coordinate,"v. 调和, 协调 n. 坐标"
Chapter-17 法律法规,cooperate,v. 协作; 配合 n. 坐标
Chapter-17 法律法规,collaborate,v. 合作
Chapter-17 法律法规,law,n. 法律; 规律; 定理
Chapter-17 法律法规,legal,adj. 法律的; 合法的
Chapter-17 法律法规,rule,n. 规则 v. 统治
Chapter-17 法律法规,regulation,"n. 规则, 规定; 管理"
Chapter-17 法律法规,item,n. ⼀项项⽬; 条⽬
Chapter-17 法律法规,treaty,n. 条约; 协议
Chapter-17 法律法规,agreement,n. 协定; 同意
Chapter-17 法律法规,charter,"n. 宪章 v. 租, 包(船、⻋、⻜机等)"
Chapter-17 法律法规,protocol,"n. 议定书, 协议; 礼仪"
Chapter-17 法律法规,norm,n. 标准; 规范
Chapter-17 法律法规,benchmark,"n. 基准, ⽔准点"
Chapter-17 法律法规,criteria,"n. 标准, 准则"
Chapter-17 法律法规,standard,n. 标准
Chapter-17 法律法规,permit,"v. 允许, 准许"
Chapter-17 法律法规,allow,"v. 允许, 准许"
Chapter-17 法律法规,admission,n. 承认; ⼊场费; 准许进⼊
Chapter-17 法律法规,perform,"v. 履⾏, 执⾏"
Chapter-17 法律法规,enforce,v. 强⾏执⾏; 强迫
Chapter-17 法律法规,default,"v. 不⽀付, 不履⾏ n. 默认值; 违约"
Chapter-17 法律法规,reject,v. 拒绝接受; 摒弃
Chapter-17 法律法规,constraint,n. 限制; 约束; 克制
Chapter-17 法律法规,official,adj. 官⽅的; 正式的
Chapter-17 法律法规,mandatory,"adj. 强制的, 法定的"
Chapter-17 法律法规,potent,adj. 有效的; 强有⼒的
Chapter-17 法律法规,bound,"adj. ⼀定会, 很可能会, 有义务"
Chapter-17 法律法规,obligation,"n. 义务, 责任"
Chapter-17 法律法规,court,n. 法院; 庭院
Chapter-17 法律法规,supreme,adj. 最⾼的; 最⼤的
Chapter-17 法律法规,enact,n. 通过; 表演
Chapter-17 法律法规,legislate,"v. ⽴法, 制定法律"
Chapter-17 法律法规,equity,n. 公平
Chapter-17 法律法规,fair,"adj. 公平的, 公正的"
Chapter-17 法律法规,just,adj. 公平的; 正义的 adv. 刚刚; 仅仅
Chapter-17 法律法规,prejudice,"n. 偏⻅, 成⻅"
Chapter-17 法律法规,discrimination,n. 歧视; 区别对待; 区别
Chapter-17 法律法规,accuse,"v. 控告, 指责"
Chapter-17 法律法规,sue,"v. 控告, 提起诉讼; 提出请求"
Chapter-17 法律法规,prosecute,"v. 检举, 起诉, 控告"
Chapter-17 法律法规,condemn,v. 谴责; 指责
Chapter-17 法律法规,complain,v. 抱怨; 投诉
Chapter-17 法律法规,boycott,v. 抵制; 拒绝购买
Chapter-17 法律法规,session,n. 会议; 会期; ⼀段时间
Chapter-17 法律法规,mediate,v. 调解
Chapter-17 法律法规,plea,"n. 辩解理由, 借⼝; 请求"
Chapter-17 法律法规,appeal,v. n. 呼吁; 申诉
Chapter-17 法律法规,persuade,v. 说服; 使相信
Chapter-17 法律法规,controversy,n. 争论; 辩论
Chapter-17 法律法规,whisper,v. 低声说; 私下谈论
Chapter-17 法律法规,mutter,v. 轻声低语; ⼩声抱怨
Chapter-17 法律法规,murmur,"v. 低声说 n. 咕啾, 低语"
Chapter-17 法律法规,silent,adj. 沉默的; 寂静⽆声的
Chapter-17 法律法规,mute,adj. 哑的; ⽆声的; 缄默的 n. 哑巴
Chapter-17 法律法规,investigate,v. 调查
Chapter-17 法律法规,witness,"n. ⽬击者, ⻅证⼈ v. ⽬击"
Chapter-17 法律法规,justify,v. 主…辩护; 证明…正当
Chapter-17 法律法规,reasonable,adj. 合理的; 理智的
Chapter-17 法律法规,suitable,"adj. 合适的, 适宜的"
Chapter-17 法律法规,judge,n. 法官; 裁判员
Chapter-17 法律法规,fury,n. 陪审团; 评判委员会
Chapter-17 法律法规,trial,n. 试验; 审判
Chapter-17 法律法规,suspect,n. 嫌疑犯 v. 怀疑
Chapter-17 法律法规,sentence,n. 判决; 句⼦ v. 宣判
Chapter-17 法律法规,arrest,v. 逮捕; 吸引 n. 逮捕
Chapter-17 法律法规,jail,n. 监狱 v. 监禁
Chapter-17 法律法规,prison,n. 监狱; 监禁
Chapter-17 法律法规,confine,"n. 边界, 范围 v. 限制; 监禁"
Chapter-17 法律法规,oversee,"v. 监督, 监管"
Chapter-17 法律法规,supervise,"v. 监督, 管理, 指导"
Chapter-17 法律法规,restrict,"v. 限制, 限定; 约束"
Chapter-17 法律法规,restrain,v. 抑制; 制⽌
Chapter-17 法律法规,commit,"v. 犯罪, 做坏事"
Chapter-17 法律法规,sin,n. 罪孽 v. 犯戒律
Chapter-17 法律法规,crime,n. 罪⾏; 犯罪活动
Chapter-17 法律法规,vice,n. 恶⾏; 缺点
Chapter-17 法律法规,bribe,n. 贿赂 v. 向…⾏贿
Chapter-17 法律法规,rob,v. 抢劫; 夺⾛
Chapter-17 法律法规,pirate,"n. 海盗; 盗版者 v. 盗⽤, 窃⽤"
Chapter-17 法律法规,steal,"n. 偷, 窃取; 剽窃"
Chapter-17 法律法规,thief,"n. ⼩偷, 偷窃犯"
Chapter-17 法律法规,murder,n. v. 谋杀
Chapter-17 法律法规,suicide,n. ⾃杀; ⾃杀者; ⾃杀⾏为
Chapter-17 法律法规,deceive,v. 欺骗; 蒙蔽; 误导
Chapter-17 法律法规,cheat,v. 欺骗; 作弊 n. 作弊者
Chapter-17 法律法规,fraud,n. 骗⼦; 赝品; 欺诈
Chapter-17 法律法规,liar,n. 说谎者
Chapter-17 法律法规,trap,n. 陷阱; 诡计 v. 诈骗
Chapter-17 法律法规,trick,n. 诡计 v. 哄骗
Chapter-17 法律法规,pretend,v. 假装; 假扮
Chapter-17 法律法规,fool,"n. 蠢⼈, 傻⼦ v. 欺骗"
Chapter-17 法律法规,stigma,"n. 耻辱, 污名"
Chapter-17 法律法规,confess,v. 供认; 忏悔
Chapter-18 沙场争锋,conform,v. 遵守; 顺从; 相符合
Chapter-18 沙场争锋,reconcile,v. 使和解; 调和
Chapter-18 沙场争锋,obey,"v. 服从, 顺从"
Chapter-18 沙场争锋,succumb,"v. 屈服, 屈从"
Chapter-18 沙场争锋,penalty,"n. 惩罚, 处罚"
Chapter-18 沙场争锋,fine,n. 罚款 adj. 美好的
Chapter-18 沙场争锋,mortgage,v. 抵押借款 n. 房屋抵压贷款
Chapter-18 沙场争锋,ownership,"n. 所有权, 物主身份"
Chapter-18 沙场争锋,copyright,n. 版权
Chapter-18 沙场争锋,privilege,n. 特权
Chapter-18 沙场争锋,accredit,v. 委任; 把…归于
