序号,单词,音标,词性,中文释义,学段分类,场景归属
1356,input,-,n.,输入信息；投入物,中考考纲词汇,04_文体娱乐与节庆风俗
1357,inquire,-,v.,询问；调查,中考考纲词汇,09_核心行为与动作动词
1358,insane,-,adj.,患精神病的；疯狂的,中考考纲词汇,03_饮食烹饪与健康医疗
1359,insect,-,n.,昆虫,中考考纲词汇,07_自然生态与天气动植物
1360,insert,-,v./n.,插入；嵌入/插入物,中考考纲词汇,09_核心行为与动作动词
1361,insist,-,v.,坚持；坚决认为（主张或要求）,中考考纲词汇,09_核心行为与动作动词
1362,insomnia,-,n.,失眠；失眠症,中考考纲词汇,08_职业工作与社会科技
1363,inspect,-,v.,检查；检阅；视察,中考考纲词汇,09_核心行为与动作动词
1364,inspire,-,v.,鼓舞；给...灵感,中考考纲词汇,04_文体娱乐与节庆风俗
1365,install,-,v.,安装,中考考纲词汇,09_核心行为与动作动词
1366,instalment,-,n.,（分期付款的）一期付款,中考考纲词汇,05_居家生活与服装购物
1367,instance,-,n.,实例；情况；场合,中考考纲词汇,08_职业工作与社会科技
1368,instant,-,n./adj.,瞬间；立即的,中考考纲词汇,10_情感态度与性质修饰
1369,instil,-,v.,逐渐灌输,中考考纲词汇,04_文体娱乐与节庆风俗
1370,instinct,-,n.,本能；天性；直觉,中考考纲词汇,08_职业工作与社会科技
1371,institute,-,n.,研究所,中考考纲词汇,02_学校教育与学科学习
1372,institution,-,n.,机构,中考考纲词汇,08_职业工作与社会科技
1373,instruct,-,v.,指导；讲授；通知；命令,中考考纲词汇,08_职业工作与社会科技
1374,instrument,-,n.,仪器；工具；乐器,中考考纲词汇,04_文体娱乐与节庆风俗
1375,insult,-,v./n.,侮辱；凌辱/侮辱，凌辱,中考考纲词汇,09_核心行为与动作动词
1376,insure,-,v.,确保；给...上保险,中考考纲词汇,08_职业工作与社会科技
1377,intake,-,n.,吸入；摄取量；新招收者,中考考纲词汇,08_职业工作与社会科技
1378,integrate,-,v.,（使）成为一体、合并,中考考纲词汇,09_核心行为与动作动词
1379,intelligence,-,n.,智慧；智力；情报；谍报,中考考纲词汇,08_职业工作与社会科技
1380,intelligent,-,adj.,聪明的,中考考纲词汇,10_情感态度与性质修饰
1381,intensity,-,n.,强度；强烈,中考考纲词汇,08_职业工作与社会科技
1382,intensive,-,adj.,加强的；集中的；密集的,中考考纲词汇,10_情感态度与性质修饰
1383,interbreed,-,v.,（使）品种杂交,中考考纲词汇,09_核心行为与动作动词
1384,interest,-,n./v.,兴趣；利益；利息/使感兴趣,中考考纲词汇,09_核心行为与动作动词
1385,interesting,-,adj.,有意思的,中考考纲词汇,10_情感态度与性质修饰
1386,interfere,-,v.,干涉；妨碍,中考考纲词汇,09_核心行为与动作动词
1387,interior,-,n./adj.,内部/内部的,中考考纲词汇,10_情感态度与性质修饰
1388,intermediate,-,adj.,中间的,中考考纲词汇,10_情感态度与性质修饰
1389,internal,-,adj.,内部的；自身的；国内的,中考考纲词汇,10_情感态度与性质修饰
1390,interpret,-,v.,口译；解释；说明；领会；理解,中考考纲词汇,03_饮食烹饪与健康医疗
1391,interrupt,-,v.,打断；中断,中考考纲词汇,09_核心行为与动作动词
1392,intersection,-,n.,十字路口；交叉路口,中考考纲词汇,03_饮食烹饪与健康医疗
1393,interstellar,-,adj.,星际的,中考考纲词汇,10_情感态度与性质修饰
1394,intervene,-,v.,插话；干扰；干涉,中考考纲词汇,09_核心行为与动作动词
1395,interview,-,n./v.,面试；采访/对...进行面试；采访,中考考纲词汇,08_职业工作与社会科技
1396,intestine,-,n.,肠,中考考纲词汇,08_职业工作与社会科技
1397,intimate,-,adj./n.,亲密的；个人隐私的/密友，至交,中考考纲词汇,01_个人家庭与人际交往
1398,intonation,-,n.,语调,中考考纲词汇,08_职业工作与社会科技
1399,introduce,-,v.,介绍；引进,中考考纲词汇,01_个人家庭与人际交往
1400,intrude,-,v.,闯入，侵入，侵扰,中考考纲词汇,09_核心行为与动作动词
1401,intuition,-,n.,直觉,中考考纲词汇,08_职业工作与社会科技
1402,intuitive,-,adj.,直觉的,中考考纲词汇,10_情感态度与性质修饰
1403,invade,-,v.,入侵；侵略；侵扰,中考考纲词汇,09_核心行为与动作动词
1404,invalid,-,n./adj.,病弱者；伤残者/病弱的；伤残的,中考考纲词汇,03_饮食烹饪与健康医疗
1405,invent,-,v.,发明，创造,中考考纲词汇,08_职业工作与社会科技
1406,inventory,-,n.,库存；详细目录,中考考纲词汇,08_职业工作与社会科技
1407,invest,-,v.,投资；投入,中考考纲词汇,08_职业工作与社会科技
1408,investigate,-,v.,调查,中考考纲词汇,09_核心行为与动作动词
1409,invisible,-,adj.,看不见的,中考考纲词汇,10_情感态度与性质修饰
1410,invite,-,v.,邀请,中考考纲词汇,09_核心行为与动作动词
1411,invoice,-,n./v.,发票/开发票给,中考考纲词汇,09_核心行为与动作动词
1412,invoke,-,v.,唤起（情感等）；向...祈求帮助；恳求,中考考纲词汇,09_核心行为与动作动词
1413,involve,-,v.,参加；牵涉,中考考纲词汇,09_核心行为与动作动词
1414,inward,-,adj./adv.,向内的；内心的/向内,中考考纲词汇,09_核心行为与动作动词
1415,ion,-,n.,离子,中考考纲词汇,08_职业工作与社会科技
1416,iron,-,n./v.,铁；熨斗；熨；烫,中考考纲词汇,09_核心行为与动作动词
1417,irony,-,n.,反话；有讽刺意味的情形,中考考纲词汇,08_职业工作与社会科技
1418,irregularly,-,adv.,不规则地；不合常规地,中考考纲词汇,09_核心行为与动作动词
1419,irreversible,-,adj.,不可逆转的；不可挽回的,中考考纲词汇,10_情感态度与性质修饰
1420,irritate,-,v.,激怒；使急躁；刺激,中考考纲词汇,09_核心行为与动作动词
1421,isolate,-,v.,使隔离；使孤立；使脱离,中考考纲词汇,05_居家生活与服装购物
1422,issue,-,n./v.,重要问题；发行。公布；发出,中考考纲词汇,02_学校教育与学科学习
1423,italian,-,adj./n.,意大利的/意大利人,中考考纲词汇,01_个人家庭与人际交往
1424,itch,-,v./n.,发痒；渴望/痒；渴望,中考考纲词汇,03_饮食烹饪与健康医疗
1425,item,-,n.,条目,中考考纲词汇,08_职业工作与社会科技
1426,itinerary,-,n.,路线；行程,中考考纲词汇,08_职业工作与社会科技
1427,ivory,-,n.,象牙,中考考纲词汇,03_饮食烹饪与健康医疗
1428,jacket,-,n.,夹克衫,中考考纲词汇,05_居家生活与服装购物
1429,jade,-,n.,玉石；翡翠,中考考纲词汇,08_职业工作与社会科技
1430,jail,-,n./v.,监狱/监禁,中考考纲词汇,09_核心行为与动作动词
1431,jam,-,n.,果酱,中考考纲词汇,08_职业工作与社会科技
1432,jar,-,n.,罐；广口瓶；猛烈震动,中考考纲词汇,03_饮食烹饪与健康医疗
1433,jaw,-,n.,颌；下巴；狭窄入口；唠叨,中考考纲词汇,03_饮食烹饪与健康医疗
1434,jazz,-,n.,爵士乐,中考考纲词汇,08_职业工作与社会科技
1435,jealous,-,adj.,嫉妒的；妒忌的,中考考纲词汇,10_情感态度与性质修饰
1436,jeans,-,n.,牛仔裤,中考考纲词汇,05_居家生活与服装购物
1437,jeopardise,-,v.,危害；危及,中考考纲词汇,09_核心行为与动作动词
1438,jet,-,n.,喷气式飞机；喷气口,中考考纲词汇,03_饮食烹饪与健康医疗
1439,jewel,-,n.,宝石,中考考纲词汇,08_职业工作与社会科技
1440,jewelry,-,n.,珠宝；手势,中考考纲词汇,03_饮食烹饪与健康医疗
1441,jewish,-,adj.,犹太教的，犹太人的,中考考纲词汇,01_个人家庭与人际交往
1442,job,-,n.,职业；工作,中考考纲词汇,08_职业工作与社会科技
1443,jog,-,v.,慢跑,中考考纲词汇,09_核心行为与动作动词
1444,joint,-,n./adj.,结合处；关节/共同的；联合的,中考考纲词汇,04_文体娱乐与节庆风俗
1445,joke,-,n./v.,笑话；玩笑/说笑话；开玩笑,中考考纲词汇,09_核心行为与动作动词
1446,journal,-,n.,日报；周报；（尤指专门科学的）杂志；日志,中考考纲词汇,02_学校教育与学科学习
1447,journalist,-,n.,记者；新闻工作者,中考考纲词汇,02_学校教育与学科学习
1448,journey,-,n.,旅行；历程,中考考纲词汇,06_交通出行与地理旅游
1449,joy,-,n.,欢乐，喜悦；乐趣,中考考纲词汇,08_职业工作与社会科技
1450,judge,-,n.,法官；裁判员,中考考纲词汇,08_职业工作与社会科技
1451,juice,-,n.,果汁、菜汁,中考考纲词汇,03_饮食烹饪与健康医疗
1452,jump,-,v.,跳；暴涨；跳过,中考考纲词汇,09_核心行为与动作动词
1453,jungle,-,n.,丛林,中考考纲词汇,07_自然生态与天气动植物
1454,junior,-,n./adj.,[美]（大学或高中）三年级学生；较年幼者。青少年的；级别（或地位）较低的,中考考纲词汇,02_学校教育与学科学习
1455,junk,-,n.,无用的东西；废物,中考考纲词汇,06_交通出行与地理旅游
1456,jury,-,n.,陪审团；评判委员会,中考考纲词汇,08_职业工作与社会科技
1457,just,-,adj./adv.,公证的；正义的/刚刚；仅仅,中考考纲词汇,09_核心行为与动作动词
1458,justify,-,v.,为...辩护；证明...正当,中考考纲词汇,09_核心行为与动作动词
1459,juvenile,-,adj./n.,少年的/少年,中考考纲词汇,01_个人家庭与人际交往
1460,kangaroo,-,n.,袋鼠,中考考纲词汇,08_职业工作与社会科技
1461,keen,-,adj.,强烈的；敏锐的；渴望的；有强烈兴趣的,中考考纲词汇,03_饮食烹饪与健康医疗
1462,keeper,-,n.,看守人；饲养员,中考考纲词汇,01_个人家庭与人际交往
1463,ketchup,-,n.,番茄酱,中考考纲词汇,03_饮食烹饪与健康医疗
1464,kettle,-,n.,水壶、[美]锅,中考考纲词汇,03_饮食烹饪与健康医疗
1465,keyboard,-,n.,键盘,中考考纲词汇,08_职业工作与社会科技
1466,kick,-,n./v.,踢,中考考纲词汇,09_核心行为与动作动词
1467,kidnap,-,v.,绑架；劫持,中考考纲词汇,09_核心行为与动作动词
1468,kidney,-,n.,肾脏,中考考纲词汇,08_职业工作与社会科技
1469,kin,-,n./adj.,（统称）家属，亲戚/有血缘关系的；类似的,中考考纲词汇,05_居家生活与服装购物
1470,king,-,n.,国王,中考考纲词汇,08_职业工作与社会科技
1471,kiss,-,v./n.,吻，接吻/吻,中考考纲词汇,09_核心行为与动作动词
1472,kit,-,n.,成套工具,中考考纲词汇,08_职业工作与社会科技
1473,kitchen,-,n.,厨房,中考考纲词汇,05_居家生活与服装购物
1474,kiwi,-,n.,猕猴桃、奇异果,中考考纲词汇,03_饮食烹饪与健康医疗
1475,knee,-,n.,膝盖,中考考纲词汇,03_饮食烹饪与健康医疗
1476,kneel,-,v.,跪下，跪,中考考纲词汇,09_核心行为与动作动词
1477,knife,-,n.,刀,中考考纲词汇,08_职业工作与社会科技
1478,knight,-,n./v.,骑士；封（某人）为爵士,中考考纲词汇,01_个人家庭与人际交往
1479,knit,-,v.,编织；针织,中考考纲词汇,03_饮食烹饪与健康医疗
1480,knob,-,n.,球形把手；旋钮,中考考纲词汇,03_饮食烹饪与健康医疗
1481,knock,-,v.,敲；击；撞,中考考纲词汇,09_核心行为与动作动词
1482,knot,-,n.,（绳、线的）结；（树枝上的）节子,中考考纲词汇,04_文体娱乐与节庆风俗
1483,knowledge,-,n.,知识,中考考纲词汇,02_学校教育与学科学习
1484,label,-,n.,标签；标贴,中考考纲词汇,08_职业工作与社会科技
1485,laboratory,-,n.,实验室；研究室,中考考纲词汇,02_学校教育与学科学习
1486,labour,-,n.,劳动；体力劳动,中考考纲词汇,08_职业工作与社会科技
1487,lace,-,n.,鞋带,中考考纲词汇,05_居家生活与服装购物
1488,lack,-,n./v.,缺乏；不足/缺少；没有,中考考纲词汇,03_饮食烹饪与健康医疗
1489,ladder,-,n.,梯子；阶梯,中考考纲词汇,08_职业工作与社会科技
1490,lag,-,v./n.,落后；间隔；时间差,中考考纲词汇,06_交通出行与地理旅游
1491,lamb,-,n.,羔羊,中考考纲词汇,07_自然生态与天气动植物
1492,lame,-,adj.,跛的；瘸的；（解释或接口）无说服力的,中考考纲词汇,03_饮食烹饪与健康医疗
1493,lament,-,n../v.,悲伤；哀悼/哀悼；对...感到悔恨,中考考纲词汇,03_饮食烹饪与健康医疗
1494,landfill,-,n.,垃圾填埋地；垃圾填埋,中考考纲词汇,05_居家生活与服装购物
1495,landing,-,n.,着陆；登陆,中考考纲词汇,06_交通出行与地理旅游
1496,landlady,-,n.,女房东；女地主,中考考纲词汇,06_交通出行与地理旅游
1497,landlord,-,n.,地主；房东；（酒吧）店主,中考考纲词汇,06_交通出行与地理旅游
1498,landmark,-,n.,地标,中考考纲词汇,06_交通出行与地理旅游
1499,landscape,-,n./v.,风景；地貌；对...进行景观美化,中考考纲词汇,06_交通出行与地理旅游
1500,lane,-,n.,小巷；车道,中考考纲词汇,06_交通出行与地理旅游
1501,language,-,n.,语言,中考考纲词汇,08_职业工作与社会科技
1502,lantern,-,n.,提灯；灯笼,中考考纲词汇,05_居家生活与服装购物
1503,lap,-,n.,大腿部；下摆；环节；一圈,中考考纲词汇,03_饮食烹饪与健康医疗
1504,laptop,-,n.,笔记本电脑,中考考纲词汇,02_学校教育与学科学习
1505,latin,-,adj./n.,拉丁语的，拉丁人的/拉丁人，拉丁语,中考考纲词汇,01_个人家庭与人际交往
1506,latitude,-,n.,纬度,中考考纲词汇,08_职业工作与社会科技
1507,laughter,-,n.,笑；笑声,中考考纲词汇,08_职业工作与社会科技
1508,launch,-,v.,发射；发布；推出；发起,中考考纲词汇,09_核心行为与动作动词
1509,laundry,-,n.,洗衣店；要（或正在）洗的衣服；刚洗好的衣服,中考考纲词汇,05_居家生活与服装购物
1510,lavatory,-,n.,盥洗室、厕所,中考考纲词汇,08_职业工作与社会科技
1511,law,-,n.,法律；规律；定理,中考考纲词汇,02_学校教育与学科学习
1512,lawn,-,n.,草地；草坪,中考考纲词汇,07_自然生态与天气动植物
1513,lay,-,v.,产；放置；铺设,中考考纲词汇,09_核心行为与动作动词
1514,lay-off,-,n.,（因岗位不足的）解雇；裁员；歇工期,中考考纲词汇,03_饮食烹饪与健康医疗
1515,layer,-,n.,层,中考考纲词汇,08_职业工作与社会科技
1516,layout,-,n.,设计；布局,中考考纲词汇,08_职业工作与社会科技
1517,lead,-,n.,铅,中考考纲词汇,08_职业工作与社会科技
1518,leaflet,-,n./v.,传单；散发传单,中考考纲词汇,09_核心行为与动作动词
1519,league,-,n.,联赛；联盟；同盟,中考考纲词汇,08_职业工作与社会科技
1520,leak,-,v./n.,泄露/漏洞，裂缝,中考考纲词汇,09_核心行为与动作动词
1521,lean,-,v./adj.,（使）倚靠；倾斜/瘦的；贫乏的,中考考纲词汇,09_核心行为与动作动词
1522,leap,-,v./n.,跳；跃；跳跃,中考考纲词汇,09_核心行为与动作动词
1523,learn,-,v.,学习；得知,中考考纲词汇,02_学校教育与学科学习
1524,lease,-,n./v.,租约/出租；租用,中考考纲词汇,09_核心行为与动作动词
1525,leather,-,n.,皮革；皮衣,中考考纲词汇,03_饮食烹饪与健康医疗
1526,lecturer,-,n.,讲师,中考考纲词汇,02_学校教育与学科学习
1527,legacy,-,n.,遗赠；遗产,中考考纲词汇,08_职业工作与社会科技
1528,legal,-,adj.,法律的；合法的,中考考纲词汇,08_职业工作与社会科技
